band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,2216,1797,2477,2053,2155,1176,3597,2222,2200,2004,2310,1976,2306,2426,2314,514
1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,1047,1095,986,841,1237,804,1441,1005,1290,1082,560,1601,1033,1067,1155,142
1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,1642,1816,1881,1831,1999,1792,1873,1811,1790,1894,1630,1630,2243,1835,1847,556
2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,2050,2041,1724,2387,1480,2606,2064,1847,2213,1945,1514,2206,2539,2099,2051,335
472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,472,540,495,515,507,505,506,503,505,506,486,481,551,508,506,489
1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,1355,1301,1378,1314,1405,1404,1277,1443,1365,1359,1354,1296,1431,1344,1377,411
1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,1292,1231,1350,1260,1319,1231,1343,1308,1290,1294,1228,1163,1299,1402,1367,561
380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,380,545,467,278,635,427,421,500,448,570,409,433,536,424,544,585
378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,378,459,399,437,416,417,386,398,455,412,445,415,417,422,420,630
1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,1242,1248,1238,1247,1244,1101,1393,1241,1245,699,1204,1565,1513,1137,1354,133
1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,1930,1944,1927,1909,1915,1972,1950,1941,1942,1935,1931,1925,1952,1933,1946,372
2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,2137,1017,3337,1734,2617,2211,1532,2823,2165,1754,2604,2151,2188,2189,2194,486
148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,148,130,226,138,198,169,14,303,117,223,138,206,165,177,178,268
1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,1551,1533,1592,1490,1565,1542,1625,1523,1473,1698,1541,1573,1556,1562,1571,366
710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,710,707,643,755,718,709,675,635,818,722,659,681,787,713,714,73
470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,470,928,686,787,705,915,703,793,751,742,594,809,850,653,846,196
1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,1548,1541,1336,1647,1699,861,1803,2032,1580,1603,1395,1533,1566,1754,1634,441
677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,677,662,627,647,649,633,840,693,666,495,828,716,599,767,679,618
1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,1090,1067,1245,1144,1080,929,1230,1283,1159,985,1209,853,1382,1264,1149,439
3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,3226,2028,4042,3633,2751,3101,3866,3237,3126,2793,3818,3261,3225,3197,3315,476
732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,732,614,694,613,675,462,1363,730,75,1403,491,977,650,773,796,68
2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,2211,2297,2041,2468,2194,2103,2264,2441,2216,2043,2530,2097,2410,2142,2382,126
1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,1246,1245,1106,1156,917,1682,1367,955,1321,1321,1322,1064,1434,1300,1251,492
803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,803,741,1117,904,156,1556,211,1661,435,1257,940,888,961,896,896,193
88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,88,83,89,58,114,51,130,86,93,84,93,91,90,87,90,277
2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,2309,2237,2309,2393,2313,2281,2339,2202,2410,2331,2310,2297,2311,2325,2320,408
1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,1987,1967,3026,2847,4084,1648,1302,2961,1881,2168,1711,2266,1992,570,,,,,,,,,,,,,,,,,,,,,,,,
