band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,4988,4904,5073,4941,5042,4954,5026,474
1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,1788,1499,1833,1938,1884,1798,1802,49
915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,915,1024,860,1080,979,971,972,85
1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,1342,1565,1589,1517,1510,1410,1602,231
1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,1279,1439,1379,986,1652,1424,1419,591
4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,4216,4532,4523,4042,4804,4281,4575,498
2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,2454,2684,2633,2643,2527,2680,2609,415
3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,3056,3302,3186,3208,3195,3199,3192,419
1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,1846,1887,2784,1476,2555,2828,2250,306
166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,166,180,175,165,178,176,178,635
6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,6407,7285,7902,7401,6905,7610,7267,110
3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,3229,3218,3188,3149,3356,3121,3343,397
1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,1953,1557,2370,1676,1751,2213,2200,225
2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,2292,1537,3034,2288,2614,2392,2552,53
1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,1151,1094,1124,1129,1136,1272,1164,71
3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,3876,3690,3860,4001,3968,3858,3910,155
1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,1953,1947,1943,1917,1992,1964,1953,171
4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,4953,4951,5036,4988,4948,5022,4992,440
6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,6649,6588,6722,6626,6679,6652,6654,122
2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,2594,2705,2654,2654,2658,2654,2654,256
3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,3204,3267,3278,3260,3250,3131,3428,105
6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,6557,6800,7173,6243,7158,7042,6952,548
807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,807,806,810,801,814,804,811,86
856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,856,862,855,835,831,904,871,89
1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,1814,1960,2021,2198,1888,1758,2394,280
3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,3736,3629,3907,3955,3779,3796,3849,435
285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,285,284,282,283,287,284,285,97
4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,4614,4449,4409,4963,4526,4719,4617,466
935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,935,948,919,963,941,970,948,223
3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,3376,3399,3390,3262,3437,3461,3393,543
298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,298,495,415,376,377,442,432,228
849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,849,827,676,1028,391,1290,881,282
2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,2309,2921,3261,4443,3220,3005,3697,488
11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,11409,11077,11026,10934,10684,13087,11664,553
1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,1149,1584,1674,974,1317,2002,1707,137
1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,1780,1986,1883,1682,2043,1921,1885,289
3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,3128,3539,2737,3135,4122,3332,3340,421
310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,310,319,660,516,532,470,495,243
6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,6442,6443,6216,6526,6377,6649,6446,511
2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,2386,3072,2817,2763,2712,2807,2762,80
2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,2981,2647,3879,1774,3388,3448,4245,610
4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,4994,4984,4951,5067,4972,4991,5120,153
4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,4971,4508,5910,5828,4290,6058,5599,446
2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,2164,2169,2156,2194,2128,2211,2177,145
1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,1512,1396,1260,1848,1325,1716,1524,63
3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,3088,2970,3547,3063,3350,3104,3325,452
2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,2988,3035,3029,3009,3037,3015,3024,434
2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,2626,2864,3305,3703,2924,3804,3259,24
1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,1372,2078,1976,1403,2447,1861,1861,189
1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,1367,922,1138,1308,1864,1722,1568,478
3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,3160,3172,3158,2992,3350,3115,3230,580
767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,767,922,841,840,786,884,874,51
2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,2090,1496,2646,2022,1804,2472,2098,592
6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,6423,6268,6483,6536,6325,6223,6781,427
2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,2058,2948,3932,3150,3013,2986,3067,81
1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,1148,845,1155,1537,1269,1217,1247,422
